id,title,year,type,rated,runtime_min,genre,director,writer,actors,plot,language,country,awards,imdb_rating,imdb_votes,rt_score,metacritic_score,mcu_phase,universe,decade,age_years,is_animated,is_tv_series,is_mcu_canon,tmdb_genres,tmdb_rating,tmdb_votes,popularity,top5_cast,directors,producers,composer,tmdb_keywords,production_countries,spoken_languages,episode_count,season_count,status,tagline,revenue_log,budget_log,box_office_log,document,cast_count,top_actor,IMDb,Metacritic,Rotten Tomatoes,TMDB
92,Jessica Jones (Season 2),2018,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,Netflix Marvel,2010s,7,0,0,0,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Jessica Jones (Season 2)
Year: 2018
Universe: Netflix Marvel
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
93,Legion (Season 2),2018,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,Fox / X-Men,2010s,7,0,0,0,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Legion (Season 2)
Year: 2018
Universe: Fox / X-Men
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
94,Avengers: Infinity War,2018,movie,PG-13,149.0,"Action, Adventure, Sci-Fi","Anthony Russo, Joe Russo","Christopher Markus, Stephen McFeely, Stan Lee","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,English,"United States, Norway",Nominated for 1 Oscar. 48 wins & 80 nominations total,8.4,14.129401166584186,85.0,68.0,Phase 3,MCU,2010s,7,0,0,1,"Adventure, Action, Science Fiction",8.237,10.377140763947736,53.601,"Robert Downey Jr., Chris Evans, Chris Hemsworth, Josh Brolin, Mark Ruffalo","Anthony Russo, Joe Russo",Kevin Feige,Alan Silvestri,"sacrifice, magic, superhero, based on comic, space, battlefield, genocide, magical object, super power, superhero team",United States of America,"English, Xhosa",0.0,0.0,Released,Destiny arrives all the same.,21.442283005011472,19.519293035953808,20.33585990043369,"Title: Avengers: Infinity War
Year: 2018
Universe: MCU
MCU Phase: Phase 3
Type: movie
Rated: PG-13
Runtime: 149 minutes
Genre: Action, Adventure, Sci-Fi
Director: Anthony Russo, Joe Russo
Writer: Christopher Markus, Stephen McFeely, Stan Lee
Cast: Robert Downey Jr., Chris Hemsworth, Mark Ruffalo
Top 5 Cast: Robert Downey Jr., Chris Evans, Chris Hemsworth, Josh Brolin, Mark Ruffalo
Plot: The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.
Tagline: Destiny arrives all the same.
Keywords: sacrifice, magic, superhero, based on comic, space, battlefield, genocide, magical object, super power, superhero team
IMDb Rating: 8.4
Rotten Tomatoes: 85%
Metacritic: 68/100
TMDB Rating: 8.237
Box Office: 678815482
Budget: 300000000
Revenue: 2052415039
Awards: Nominated for 1 Oscar. 48 wins & 80 nominations total
Collection: The Avengers Collection
Country: United States, Norway
Language: English",15.0,Robert Downey Jr.,8.4,6.800000000000001,8.5,8.237
95,Deadpool 2,2018,movie,R,119.0,"Action, Adventure, Comedy",David Leitch,"Rhett Reese, Paul Wernick, Ryan Reynolds","Ryan Reynolds, Josh Brolin, Morena Baccarin","Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with abilities from the brutal, time-traveling cyborg Cable.","English, Cantonese, Spanish, Russian","United States, Canada",6 wins & 53 nominations total,7.6,13.518075748469716,83.0,66.0,Non-MCU,Fox / X-Men,2010s,7,0,0,0,"Action, Comedy, Adventure",7.491,9.866045257060257,14.6244,"Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison, Zazie Beetz",David Leitch,"Simon Kinberg, Lauren Shuler Donner, Ryan Reynolds",Tyler Bates,"hero, superhero, mutant, mercenary, based on comic, sequel, breaking the fourth wall, aftercreditsstinger, duringcreditsstinger, joyful",United States of America,"Cantonese, English, Russian, Spanish",0.0,0.0,Released,Prepare for the Second Coming.,20.48233583156714,18.5159909328476,19.598078753694185,"Title: Deadpool 2
Year: 2018
Universe: Fox / X-Men
MCU Phase: Non-MCU
Type: movie
Rated: R
Runtime: 119 minutes
Genre: Action, Adventure, Comedy
Director: David Leitch
Writer: Rhett Reese, Paul Wernick, Ryan Reynolds
Cast: Ryan Reynolds, Josh Brolin, Morena Baccarin
Top 5 Cast: Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison, Zazie Beetz
Plot: Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with abilities from the brutal, time-traveling cyborg Cable.
Tagline: Prepare for the Second Coming.
Keywords: hero, superhero, mutant, mercenary, based on comic, sequel, breaking the fourth wall, aftercreditsstinger, duringcreditsstinger, joyful
IMDb Rating: 7.6
Rotten Tomatoes: 83%
Metacritic: 66/100
TMDB Rating: 7.491
Box Office: 324591735
Budget: 110000000
Revenue: 785896632
Awards: 6 wins & 53 nominations total
Collection: Deadpool Collection
Country: United States, Canada
Language: English, Cantonese, Spanish, Russian",15.0,Ryan Reynolds,7.6,6.6000000000000005,8.3,7.491
96,Cloak & Dagger (Season 1),2018,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,MCU,2010s,7,0,0,1,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Cloak & Dagger (Season 1)
Year: 2018
Universe: MCU
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
97,Luke Cage (Season 2),2018,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,Netflix Marvel,2010s,7,0,0,0,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Luke Cage (Season 2)
Year: 2018
Universe: Netflix Marvel
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
98,Ant-Man and the Wasp,2018,movie,PG-13,118.0,"Action, Adventure, Comedy",Peyton Reed,"Chris McKenna, Erik Sommers, Paul Rudd","Paul Rudd, Evangeline Lilly, Michael Peña","As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.","English, Spanish, French","United States, Canada",2 wins & 21 nominations total,7.0,13.110171355838967,87.0,70.0,Phase 3,MCU,2010s,7,0,0,1,"Action, Adventure, Science Fiction",6.902,9.561701221091147,9.6745,"Paul Rudd, Evangeline Lilly, Michael Douglas, Hannah John-Kamen, Randall Park",Peyton Reed,"Kevin Feige, Stephen Broussard",Christophe Beck,"van, dreams, insect, flying, chase, fight, superhero, ant, nuclear missile, shrinking",United States of America,English,0.0,0.0,Released,Real heroes. Not actual size.,20.249533890154254,18.757152987716434,19.193787894917058,"Title: Ant-Man and the Wasp
Year: 2018
Universe: MCU
MCU Phase: Phase 3
Type: movie
Rated: PG-13
Runtime: 118 minutes
Genre: Action, Adventure, Comedy
Director: Peyton Reed
Writer: Chris McKenna, Erik Sommers, Paul Rudd
Cast: Paul Rudd, Evangeline Lilly, Michael Peña
Top 5 Cast: Paul Rudd, Evangeline Lilly, Michael Douglas, Hannah John-Kamen, Randall Park
Plot: As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside The Wasp to uncover secrets from their past.
Tagline: Real heroes. Not actual size.
Keywords: van, dreams, insect, flying, chase, fight, superhero, ant, nuclear missile, shrinking
IMDb Rating: 7.0
Rotten Tomatoes: 87%
Metacritic: 70/100
TMDB Rating: 6.902
Box Office: 216648740
Budget: 140000000
Revenue: 622674139
Awards: 2 wins & 21 nominations total
Collection: Ant-Man Collection
Country: United States, Canada
Language: English, Spanish, French",15.0,Paul Rudd,7.0,7.0,8.7,6.902
99,Iron Fist (Season 2),2018,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,Netflix Marvel,2010s,7,0,0,0,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Iron Fist (Season 2)
Year: 2018
Universe: Netflix Marvel
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
100,Venom,2018,movie,PG-13,112.0,"Action, Adventure, Sci-Fi",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg, Kelly Marcel","Tom Hardy, Michelle Williams, Riz Ahmed","A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.","English, Mandarin, Malay","United States, China",2 wins & 9 nominations total,6.6,13.307349713850428,31.0,35.0,Non-MCU,Sony / Spider-Man,2010s,7,0,0,0,"Science Fiction, Action",6.826,9.756436609824092,9.0171,"Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Reid Scott",Ruben Fleischer,"Amy Pascal, Matt Tolmach, Avi Arad",Ludwig Göransson,"spacecraft, san francisco, california, superhero, anti hero, alien life-form, based on comic, aftercreditsstinger, duringcreditsstinger, business tycoon, symbiote","China, United States of America","Mandarin, English, Malay",0.0,0.0,Released,The world has enough Superheroes.,20.567880405794057,18.569100757691327,19.179220020313856,"Title: Venom
Year: 2018
Universe: Sony / Spider-Man
MCU Phase: Non-MCU
Type: movie
Rated: PG-13
Runtime: 112 minutes
Genre: Action, Adventure, Sci-Fi
Director: Ruben Fleischer
Writer: Jeff Pinkner, Scott Rosenberg, Kelly Marcel
Cast: Tom Hardy, Michelle Williams, Riz Ahmed
Top 5 Cast: Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze, Reid Scott
Plot: A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.
Tagline: The world has enough Superheroes.
Keywords: spacecraft, san francisco, california, superhero, anti hero, alien life-form, based on comic, aftercreditsstinger, duringcreditsstinger, business tycoon, symbiote
IMDb Rating: 6.6
Rotten Tomatoes: 31%
Metacritic: 35/100
TMDB Rating: 6.826
Box Office: 213515506
Budget: 116000000
Revenue: 856085151
Awards: 2 wins & 9 nominations total
Collection: Venom Collection
Country: United States, China
Language: English, Mandarin, Malay",15.0,Tom Hardy,6.6,3.5,3.1,6.826
101,Daredevil (Season 3),2018,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,Netflix Marvel,2010s,7,0,0,0,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Daredevil (Season 3)
Year: 2018
Universe: Netflix Marvel
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
102,Runaways (Season 2),2018,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,MCU,2010s,7,0,0,1,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: Runaways (Season 2)
Year: 2018
Universe: MCU
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
103,Spider-Man: Into the Spider-Verse,2018,movie,PG,117.0,"Animation, Action, Adventure","Bob Persichetti, Peter Ramsey, Rodney Rothman","Phil Lord, Rodney Rothman","Shameik Moore, Jake Johnson, Hailee Steinfeld",Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.,"English, Spanish","Canada, United States",Won 1 Oscar. 85 wins & 60 nominations total,8.4,13.56321493418275,97.0,87.0,Non-MCU,Sony / Spider-Man,2010s,7,0,0,0,"Animation, Action, Adventure, Science Fiction",8.393,9.758519582283522,22.208,"Shameik Moore, Jake Johnson, Hailee Steinfeld, Mahershala Ali, Brian Tyree Henry","Bob Persichetti, Peter Ramsey, Rodney Rothman","Phil Lord, Christopher Miller, Avi Arad",Daniel Pemberton,"superhero, based on comic, aftercreditsstinger, alternate universe",United States of America,"English, Japanese, Spanish",0.0,0.0,Released,Enter a universe where more than one wears the mask.,19.794102948189686,18.31532023940565,19.063803882178206,"Title: Spider-Man: Into the Spider-Verse
Year: 2018
Universe: Sony / Spider-Man
MCU Phase: Non-MCU
Type: movie
Rated: PG
Runtime: 117 minutes
Genre: Animation, Action, Adventure
Director: Bob Persichetti, Peter Ramsey, Rodney Rothman
Writer: Phil Lord, Rodney Rothman
Cast: Shameik Moore, Jake Johnson, Hailee Steinfeld
Top 5 Cast: Shameik Moore, Jake Johnson, Hailee Steinfeld, Mahershala Ali, Brian Tyree Henry
Plot: Teen Miles Morales becomes the Spider-Man of his universe and must join with five spider-powered individuals from other dimensions to stop a threat for all realities.
Tagline: Enter a universe where more than one wears the mask.
Keywords: superhero, based on comic, aftercreditsstinger, alternate universe
IMDb Rating: 8.4
Rotten Tomatoes: 97%
Metacritic: 87/100
TMDB Rating: 8.393
Box Office: 190241310
Budget: 90000000
Revenue: 394884133
Awards: Won 1 Oscar. 85 wins & 60 nominations total
Collection: Spider-Man: Spider-Verse Collection
Country: Canada, United States
Language: English, Spanish",15.0,Shameik Moore,8.4,8.7,9.7,8.393
104,The Punisher (Season 2),2019,Unknown,Unknown,117.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6.75,12.664111228245407,76.0,64.0,Non-MCU,Netflix Marvel,2010s,6,0,0,0,Unknown,6.745,8.745921121024347,8.1973,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,19.70742255161285,18.603002309079653,19.193787894917058,"Title: The Punisher (Season 2)
Year: 2019
Universe: Netflix Marvel
MCU Phase: Non-MCU
Type: N/A
Rated: nan
Runtime: nan minutes
Genre: nan
Director: nan
Writer: nan
Cast: nan
Top 5 Cast: nan
Plot: nan
Tagline: nan
Keywords: nan
IMDb Rating: nan
Rotten Tomatoes: nan
Metacritic: nan
TMDB Rating: nan
Box Office: nan
Budget: nan
Revenue: nan
Awards: nan
Collection: nan
Country: nan
Language: nan",0.0,Unknown,6.564705882352942,6.004166666666666,6.603846153846154,6.554427350427351
105,Captain Marvel,2019,movie,PG-13,123.0,"Action, Adventure, Sci-Fi","Anna Boden, Ryan Fleck","Anna Boden, Ryan Fleck, Geneva Robertson-Dworet","Brie Larson, Samuel L. Jackson, Ben Mendelsohn",Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,English,"United States, Australia",10 wins & 57 nominations total,6.7,13.39703923454058,79.0,64.0,Phase 3,MCU,2010s,6,0,0,1,"Action, Adventure, Science Fiction",6.781,9.7277641797704,9.8738,"Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law, Annette Bening","Ryan Fleck, Anna Boden",Kevin Feige,Pinar Toprak,"superhero, based on comic, alien, female protagonist, alien invasion, super power, female hero, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)",United States of America,English,0.0,0.0,Released,Higher. Further. Faster.,20.846736177624663,18.839391085389497,19.871895990599246,"Title: Captain Marvel
Year: 2019
Universe: MCU
MCU Phase: Phase 3
Type: movie
Rated: PG-13
Runtime: 123 minutes
Genre: Action, Adventure, Sci-Fi
Director: Anna Boden, Ryan Fleck
Writer: Anna Boden, Ryan Fleck, Geneva Robertson-Dworet
Cast: Brie Larson, Samuel L. Jackson, Ben Mendelsohn
Top 5 Cast: Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law, Annette Bening
Plot: Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.
Tagline: Higher. Further. Faster.
Keywords: superhero, based on comic, alien, female protagonist, alien invasion, super power, female hero, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe (mcu)
IMDb Rating: 6.7
Rotten Tomatoes: 79%
Metacritic: 64/100
TMDB Rating: 6.781
Box Office: 426829839
Budget: 152000000
Revenue: 1131416446
Awards: 10 wins & 57 nominations total
Collection: Captain Marvel Collection
Country: United States, Australia
Language: English",15.0,Brie Larson,6.7,6.4,7.9,6.781
